,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,chris-basnett,jessica-benson,mark-berman,sam-blum,dave-borges,rick-bozich,tom-bragg,kevin-brockway,lauren-brownlow,joe-buettner,jeff-call,jerry-carino,christina-chambers,david-cloninger,james-crepea,rob-dauster,seth-davis,luke-decock,donna-ditota,doug-doughty,jack-ebling,wayne-epps,john-feinstein,marcus-fuller,geoff-grammer,adam-grosbard,jordan-hansen,steve-hewitt,brian-holland,bob-holt,cecil-hurt,joe-juliano,lauren-kirschman,paul-klee,zach-klein,joey-knight,chad-leistikow,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,stephen-means,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,bruce-pascoe,dave-preston,troy-provostheron,jeff-rabjohns,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,ben-steele,nick-suss,bob-sutton,edgar-thompson,terry-toohey,dick-vitale,ken-weinman,john-werner,jon-wilner,scott-wolf
2063,8713,219,H,seton-hall,74,-240,0.7058823529411765,16,W,672,17.0,14.0,12.0,12.0,15.0,17.0,17.0,16.0,15.0,17.0,16.0,16.0,14.0,15.0,12.0,14.0,13.0,13.0,17.0,19.0,18.0,14.0,20.0,16.0,15.0,15.0,18.0,15.0,15.0,16.0,16.0,12.0,15.0,,14.0,13.0,14.0,16.0,18.0,12.0,13.0,16.0,15.0,16.0,18.0,17.0,13.0,19.0,16.0,,15.0,16.0,14.0,19.0,14.0,16.0,15.0,14.0,16.0,14.0,17.0,16.0,17.0,13.0,14.0
2184,9245,223,H,seton-hall,81,-650,0.8666666666666667,16,W,672,17.0,14.0,12.0,12.0,15.0,17.0,17.0,16.0,15.0,17.0,16.0,16.0,14.0,15.0,12.0,14.0,13.0,13.0,17.0,19.0,18.0,14.0,20.0,16.0,15.0,15.0,18.0,15.0,15.0,16.0,16.0,12.0,15.0,,14.0,13.0,14.0,16.0,18.0,12.0,13.0,16.0,15.0,16.0,18.0,17.0,13.0,19.0,16.0,,15.0,16.0,14.0,19.0,14.0,16.0,15.0,14.0,16.0,14.0,17.0,16.0,17.0,13.0,14.0
2053,8688,218,V,creighton,73,145,0.40816326530612246,16,W,718,16.0,11.0,11.0,11.0,11.0,16.0,15.0,15.0,14.0,16.0,17.0,12.0,16.0,14.0,11.0,16.0,12.0,10.0,12.0,14.0,17.0,13.0,14.0,15.0,14.0,16.0,16.0,13.0,23.0,15.0,15.0,15.0,14.0,,21.0,11.0,13.0,14.0,16.0,16.0,15.0,12.0,13.0,15.0,14.0,16.0,19.0,15.0,18.0,,14.0,13.0,11.0,14.0,13.0,15.0,16.0,21.0,13.0,16.0,15.0,15.0,16.0,18.0,12.0
2190,9259,223,H,creighton,81,-240,0.7058823529411765,16,W,718,16.0,11.0,11.0,11.0,11.0,16.0,15.0,15.0,14.0,16.0,17.0,12.0,16.0,14.0,11.0,16.0,12.0,10.0,12.0,14.0,17.0,13.0,14.0,15.0,14.0,16.0,16.0,13.0,23.0,15.0,15.0,15.0,14.0,,21.0,11.0,13.0,14.0,16.0,16.0,15.0,12.0,13.0,15.0,14.0,16.0,19.0,15.0,18.0,,14.0,13.0,11.0,14.0,13.0,15.0,16.0,21.0,13.0,16.0,15.0,15.0,16.0,18.0,12.0
2105,8868,220,V,oregon,72,-135,0.574468085106383,16,L,742,12.0,16.0,16.0,20.0,18.0,13.0,14.0,13.0,13.0,12.0,15.0,11.0,13.0,11.0,14.0,13.0,19.0,24.0,16.0,12.0,13.0,11.0,12.0,14.0,19.0,14.0,13.0,12.0,11.0,13.0,14.0,16.0,12.0,,16.0,16.0,15.0,12.0,13.0,14.0,17.0,11.0,16.0,12.0,15.0,25.0,11.0,12.0,12.0,,16.0,12.0,13.0,16.0,11.0,14.0,13.0,13.0,14.0,11.0,13.0,12.0,14.0,17.0,21.0
2171,9144,222,V,oregon,73,170,0.37037037037037035,16,W,742,12.0,16.0,16.0,20.0,18.0,13.0,14.0,13.0,13.0,12.0,15.0,11.0,13.0,11.0,14.0,13.0,19.0,24.0,16.0,12.0,13.0,11.0,12.0,14.0,19.0,14.0,13.0,12.0,11.0,13.0,14.0,16.0,12.0,,16.0,16.0,15.0,12.0,13.0,14.0,17.0,11.0,16.0,12.0,15.0,25.0,11.0,12.0,12.0,,16.0,12.0,13.0,16.0,11.0,14.0,13.0,13.0,14.0,11.0,13.0,12.0,14.0,17.0,21.0
2069,8730,219,V,auburn,55,-190,0.6551724137931034,16,L,818,13.0,12.0,14.0,13.0,13.0,12.0,12.0,14.0,16.0,15.0,12.0,13.0,12.0,12.0,13.0,11.0,14.0,16.0,14.0,13.0,11.0,17.0,13.0,10.0,10.0,12.0,12.0,14.0,12.0,11.0,13.0,14.0,13.0,,12.0,14.0,17.0,17.0,14.0,15.0,9.0,17.0,11.0,14.0,9.0,,12.0,10.0,14.0,,11.0,11.0,16.0,12.0,12.0,10.0,14.0,8.0,15.0,13.0,12.0,14.0,13.0,14.0,8.0
2122,8963,222,H,auburn,73,-280,0.7368421052631579,16,W,818,13.0,12.0,14.0,13.0,13.0,12.0,12.0,14.0,16.0,15.0,12.0,13.0,12.0,12.0,13.0,11.0,14.0,16.0,14.0,13.0,11.0,17.0,13.0,10.0,10.0,12.0,12.0,14.0,12.0,11.0,13.0,14.0,13.0,,12.0,14.0,17.0,17.0,14.0,15.0,9.0,17.0,11.0,14.0,9.0,,12.0,10.0,14.0,,11.0,11.0,16.0,12.0,12.0,10.0,14.0,8.0,15.0,13.0,12.0,14.0,13.0,14.0,8.0
2079,8768,219,V,villanova,91,-200,0.6666666666666666,16,W,824,11.0,15.0,13.0,15.0,14.0,19.0,13.0,12.0,10.0,11.0,10.0,17.0,15.0,10.0,10.0,15.0,15.0,11.0,11.0,11.0,16.0,10.0,11.0,11.0,16.0,10.0,11.0,11.0,13.0,14.0,12.0,13.0,11.0,,13.0,15.0,12.0,13.0,12.0,13.0,16.0,10.0,14.0,11.0,13.0,21.0,14.0,13.0,11.0,,12.0,14.0,12.0,10.0,17.0,13.0,12.0,16.0,11.0,15.0,16.0,11.0,12.0,9.0,16.0
2135,8996,222,V,villanova,64,-105,0.5121951219512195,16,W,824,11.0,15.0,13.0,15.0,14.0,19.0,13.0,12.0,10.0,11.0,10.0,17.0,15.0,10.0,10.0,15.0,15.0,11.0,11.0,11.0,16.0,10.0,11.0,11.0,16.0,10.0,11.0,11.0,13.0,14.0,12.0,13.0,11.0,,13.0,15.0,12.0,13.0,12.0,13.0,16.0,10.0,14.0,11.0,13.0,21.0,14.0,13.0,11.0,,12.0,14.0,12.0,10.0,17.0,13.0,12.0,16.0,11.0,15.0,16.0,11.0,12.0,9.0,16.0
2067,8717,219,H,louisville,90,-500,0.8333333333333334,16,W,837,14.0,13.0,15.0,14.0,12.0,11.0,8.0,11.0,12.0,14.0,13.0,14.0,9.0,16.0,9.0,10.0,21.0,12.0,21.0,15.0,12.0,15.0,15.0,13.0,13.0,11.0,14.0,18.0,8.0,12.0,11.0,11.0,18.0,,11.0,12.0,11.0,11.0,11.0,11.0,12.0,14.0,12.0,13.0,11.0,12.0,10.0,11.0,13.0,,18.0,15.0,15.0,13.0,15.0,12.0,11.0,11.0,10.0,12.0,11.0,13.0,10.0,10.0,15.0
2151,9073,222,H,louisville,72,-650,0.8666666666666667,16,W,837,14.0,13.0,15.0,14.0,12.0,11.0,8.0,11.0,12.0,14.0,13.0,14.0,9.0,16.0,9.0,10.0,21.0,12.0,21.0,15.0,12.0,15.0,15.0,13.0,13.0,11.0,14.0,18.0,8.0,12.0,11.0,11.0,18.0,,11.0,12.0,11.0,11.0,11.0,11.0,12.0,14.0,12.0,13.0,11.0,12.0,10.0,11.0,13.0,,18.0,15.0,15.0,13.0,15.0,12.0,11.0,11.0,10.0,12.0,11.0,13.0,10.0,10.0,15.0
2057,8694,218,V,kentucky,79,115,0.46511627906976744,16,W,1011,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,8.0,9.0,10.0,11.0,9.0,18.0,12.0,10.0,19.0,10.0,10.0,9.0,8.0,9.0,8.0,11.0,9.0,8.0,9.0,10.0,9.0,10.0,10.0,8.0,,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,8.0,10.0,22.0,8.0,9.0,8.0,,9.0,8.0,9.0,9.0,7.0,11.0,10.0,9.0,12.0,10.0,8.0,8.0,8.0,12.0,13.0
2154,9083,222,H,kentucky,65,-200,0.6666666666666666,16,W,1011,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,8.0,9.0,10.0,11.0,9.0,18.0,12.0,10.0,19.0,10.0,10.0,9.0,8.0,9.0,8.0,11.0,9.0,8.0,9.0,10.0,9.0,10.0,10.0,8.0,,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,8.0,10.0,22.0,8.0,9.0,8.0,,9.0,8.0,9.0,9.0,7.0,11.0,10.0,9.0,12.0,10.0,8.0,8.0,8.0,12.0,13.0
2043,8667,218,H,penn-state,56,-250,0.7142857142857143,16,L,1024,8.0,9.0,9.0,8.0,10.0,10.0,11.0,8.0,9.0,10.0,11.0,8.0,8.0,13.0,17.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,8.0,12.0,9.0,13.0,9.0,10.0,14.0,10.0,9.0,9.0,9.0,,8.0,9.0,8.0,8.0,10.0,9.0,11.0,9.0,9.0,9.0,12.0,8.0,15.0,14.0,10.0,,10.0,9.0,10.0,11.0,8.0,9.0,8.0,12.0,9.0,8.0,9.0,9.0,9.0,11.0,10.0
2177,9220,223,V,penn-state,60,-105,0.5121951219512195,16,L,1024,8.0,9.0,9.0,8.0,10.0,10.0,11.0,8.0,9.0,10.0,11.0,8.0,8.0,13.0,17.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,8.0,12.0,9.0,13.0,9.0,10.0,14.0,10.0,9.0,9.0,9.0,,8.0,9.0,8.0,8.0,10.0,9.0,11.0,9.0,9.0,9.0,12.0,8.0,15.0,14.0,10.0,,10.0,9.0,10.0,11.0,8.0,9.0,8.0,12.0,9.0,8.0,9.0,9.0,9.0,11.0,10.0
2051,8685,218,H,florida-state,82,-700,0.875,16,W,1088,9.0,8.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,9.0,8.0,9.0,10.0,8.0,8.0,8.0,6.0,9.0,9.0,7.0,8.0,12.0,10.0,9.0,8.0,8.0,10.0,8.0,7.0,7.0,8.0,8.0,10.0,,9.0,8.0,9.0,9.0,8.0,7.0,7.0,13.0,8.0,10.0,8.0,15.0,9.0,8.0,9.0,,8.0,10.0,8.0,8.0,10.0,8.0,9.0,6.0,8.0,9.0,10.0,10.0,11.0,8.0,9.0
2143,9034,222,V,florida-state,67,-130,0.5652173913043478,16,W,1088,9.0,8.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,9.0,8.0,9.0,10.0,8.0,8.0,8.0,6.0,9.0,9.0,7.0,8.0,12.0,10.0,9.0,8.0,8.0,10.0,8.0,7.0,7.0,8.0,8.0,10.0,,9.0,8.0,9.0,9.0,8.0,7.0,7.0,13.0,8.0,10.0,8.0,15.0,9.0,8.0,9.0,,8.0,10.0,8.0,8.0,10.0,8.0,9.0,6.0,8.0,9.0,10.0,10.0,11.0,8.0,9.0
2052,8687,218,H,maryland,76,-1500,0.9375,16,W,1194,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,9.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
2187,9256,223,V,maryland,72,145,0.40816326530612246,16,L,1194,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,9.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
2083,8774,219,V,duke,66,-300,0.75,16,L,1285,6.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,8.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0
2145,9037,222,H,duke,88,-2000,0.9523809523809523,16,W,1285,6.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,8.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0
2055,8690,218,V,dayton,66,-165,0.6226415094339622,16,W,1294,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,,5.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0
2134,8993,222,H,dayton,80,-1200,0.9230769230769231,16,W,1294,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,,5.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0
2161,9105,222,H,san-diego-state,63,-1600,0.9411764705882353,16,L,1404,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0
2039,8639,217,H,kansas,91,-2500,0.9615384615384616,16,W,1434,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
2118,8956,222,V,kansas,64,105,0.4878048780487805,16,W,1434,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
2113,8889,220,H,gonzaga,71,-2200,0.9565217391304348,16,W,1518,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
2169,9140,222,V,gonzaga,78,-180,0.6428571428571429,16,L,1518,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
2060,8698,218,V,baylor,65,-160,0.6153846153846154,16,W,1559,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2119,8957,222,H,baylor,61,-125,0.5555555555555556,16,L,1559,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2262,9543,227,H,ucla,75,-155,0.6078431372549019,17,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,9797,229,H,ucla,69,115,0.46511627906976744,17,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,9407,226,H,northern-iowa,84,-1200,0.9230769230769231,17,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
2258,9516,227,V,new-mexico-state,67,-270,0.7297297297297297,17,W,2,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,9562,227,V,liberty,76,-5500,0.9821428571428571,17,W,2,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
2303,9718,229,V,northern-iowa,70,-170,0.6296296296296297,17,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
2328,9798,229,V,new-mexico-state,62,-330,0.7674418604651163,17,W,2,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,9832,229,V,liberty,71,-500,0.8333333333333334,17,L,2,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
2248,9476,227,V,wisconsin,81,225,0.3076923076923077,17,W,7,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2349,9917,301,H,wisconsin,71,-280,0.7368421052631579,17,W,7,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2242,9423,226,H,florida,81,-220,0.6875,17,W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,
2285,9648,229,V,florida,58,-110,0.5238095238095238,17,L,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,
2220,9359,225,H,utah-state,94,-7000,0.9859154929577465,17,W,9,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,24.0,
2324,9794,229,V,utah-state,64,-400,0.8,17,L,9,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,24.0,
2241,9422,226,V,lsu,66,180,0.35714285714285715,17,L,24,,,,,,,21.0,,,,,,,24.0,25.0,,,,,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
2273,9613,229,H,lsu,64,-700,0.875,17,W,24,,,,,,,21.0,,,,,,,24.0,25.0,,,,,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
2246,9453,226,H,stephen-f.-austin,90,-2000,0.9523809523809523,17,W,29,23.0,,23.0,25.0,22.0,24.0,,,25.0,,,,,,,,,,,,,,23.0,,,,22.0,,,,,,,,,,,,,23.0,,,,,,,,22.0,,,,,,,,,,,,,25.0,,,,
2333,9865,229,H,stephen-f.-austin,95,-750,0.8823529411764706,17,W,29,23.0,,23.0,25.0,22.0,24.0,,,25.0,,,,,,,,,,,,,,23.0,,,,22.0,,,,,,,,,,,,,23.0,,,,,,,,22.0,,,,,,,,,,,,,25.0,,,,
2237,9413,226,H,marquette,93,-500,0.8333333333333334,17,W,41,,,,,,,,,22.0,20.0,,25.0,,,,,25.0,,,,,,,24.0,,25.0,,20.0,19.0,,,,24.0,,,,,,,,25.0,,,,,,,,,,23.0,,,24.0,,,,,,,,25.0,25.0,,23.0
2290,9659,229,H,marquette,79,-155,0.6078431372549019,17,L,41,,,,,,,,,22.0,20.0,,25.0,,,,,25.0,,,,,,,24.0,,25.0,,20.0,19.0,,,,24.0,,,,,,,,25.0,,,,,,,,,,23.0,,,24.0,,,,,,,,25.0,25.0,,23.0
2225,9390,226,V,virginia,56,-145,0.5918367346938775,17,W,50,,,,,16.0,,,,24.0,,,,,25.0,,,,,,18.0,,,15.0,,,,,,,,,,,,,,24.0,,,17.0,,,,,,,,,,,,,,,,,,,,,19.0,,,,
2320,9773,229,H,virginia,52,150,0.4,17,W,50,,,,,16.0,,,,24.0,,,,,25.0,,,,,,18.0,,,15.0,,,,,,,,,,,,,,24.0,,,17.0,,,,,,,,,,,,,,,,,,,,,19.0,,,,
2312,9739,229,H,butler,60,-600,0.8571428571428571,17,W,51,,,,,,,,,23.0,,,,,,18.0,,,,,,,23.0,,,,,,23.0,21.0,23.0,,,,,25.0,,,,,,,,24.0,,24.0,,,,,,,25.0,,,,,,23.0,,,,20.0,,20.0,21.0
2256,9514,227,V,arizona,48,-220,0.6875,17,L,71,,,,,,,,,,,25.0,,,,22.0,,,,22.0,23.0,,24.0,,,,,21.0,,,,,22.0,25.0,22.0,24.0,23.0,,21.0,,,24.0,,,,22.0,13.0,,,,,,,22.0,,,,23.0,,22.0,23.0,,,,,
2326,9796,229,V,arizona,64,-135,0.574468085106383,17,L,71,,,,,,,,,,,25.0,,,,22.0,,,,22.0,23.0,,24.0,,,,,21.0,,,,,22.0,25.0,22.0,24.0,23.0,,21.0,,,24.0,,,,22.0,13.0,,,,,,,22.0,,,,23.0,,22.0,23.0,,,,,
2199,9289,224,H,illinois,71,-1500,0.9375,17,W,82,,,,,18.0,,,,,13.0,,,20.0,,,19.0,13.0,,,,24.0,,,25.0,21.0,,,,24.0,,,,,,,,,,25.0,,,24.0,,,,,,,20.0,,,22.0,,19.0,21.0,,,,,,,,,,
2254,9498,227,V,illinois,74,-310,0.7560975609756098,17,W,82,,,,,18.0,,,,,13.0,,,20.0,,,19.0,13.0,,,,24.0,,,25.0,21.0,,,,24.0,,,,,,,,,,25.0,,,24.0,,,,,,,20.0,,,22.0,,19.0,21.0,,,,,,,,,,
2337,9893,301,H,illinois,67,-250,0.7142857142857143,17,W,82,,,,,18.0,,,,,13.0,,,20.0,,,19.0,13.0,,,,24.0,,,25.0,21.0,,,,24.0,,,,,,,,,,25.0,,,24.0,,,,,,,20.0,,,22.0,,19.0,21.0,,,,,,,,,,
2261,9542,227,V,arizona-state,72,135,0.425531914893617,17,L,95,22.0,25.0,24.0,,24.0,21.0,24.0,24.0,,,,,24.0,22.0,21.0,24.0,,23.0,25.0,,20.0,,16.0,,,,,,,,23.0,,,,,,,25.0,19.0,22.0,22.0,22.0,,,,,24.0,,,,,24.0,25.0,,23.0,24.0,,,,,23.0,,,19.0,25.0
2316,9754,229,V,arizona-state,61,135,0.425531914893617,17,L,95,22.0,25.0,24.0,,24.0,21.0,24.0,24.0,,,,,24.0,22.0,21.0,24.0,,23.0,25.0,,20.0,,16.0,,,,,,,,23.0,,,,,,,25.0,19.0,22.0,22.0,22.0,,,,,24.0,,,,,24.0,25.0,,23.0,24.0,,,,,23.0,,,19.0,25.0
2209,9321,225,H,michigan-state,78,-500,0.8333333333333334,17,W,160,19.0,23.0,,,,,,23.0,,,20.0,20.0,,,,,,19.0,,25.0,23.0,,22.0,23.0,,23.0,,,18.0,25.0,24.0,25.0,,21.0,,24.0,21.0,,22.0,20.0,20.0,,20.0,22.0,23.0,7.0,,,17.0,,,,,,,21.0,21.0,18.0,24.0,24.0,,19.0,22.0,,
2300,9714,229,V,michigan-state,78,115,0.46511627906976744,17,W,160,19.0,23.0,,,,,,23.0,,,20.0,20.0,,,,,,19.0,,25.0,23.0,,22.0,23.0,,23.0,,,18.0,25.0,24.0,25.0,,21.0,,24.0,21.0,,22.0,20.0,20.0,,20.0,22.0,23.0,7.0,,,17.0,,,,,,,21.0,21.0,18.0,24.0,24.0,,19.0,22.0,,
2260,9520,227,V,ohio-state,75,-550,0.8461538461538461,17,W,210,20.0,21.0,19.0,23.0,,,,19.0,20.0,,,23.0,23.0,,24.0,22.0,,24.0,17.0,19.0,,22.0,,19.0,23.0,20.0,,22.0,,21.0,21.0,24.0,,,23.0,18.0,22.0,17.0,24.0,,,21.0,21.0,23.0,25.0,11.0,23.0,,23.0,,22.0,21.0,19.0,25.0,25.0,23.0,25.0,25.0,25.0,25.0,21.0,22.0,20.0,23.0,20.0
