,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,kayla-anderson,john-bednarowski,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,tom-bragg,lauren-brownlow,jeff-call,jerry-carino,david-cloninger,mark-cooper,graham-couch,james-crepea,richard-croome,seth-davis,luke-decock,donna-ditota,john-feinstein,marcus-fuller,scott-gleeson,geoff-grammer,steve-hewitt,drew-hill,brian-holland,bob-holt,cecil-hurt,terry-hutchens,joe-juliano,paul-klee,joey-knight,theo-lawson,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,bruce-pascoe,dave-preston,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,damien-sordelett,ben-steele,edgar-thompson,terry-toohey,dick-vitale,josh-vitale,ken-weinman,john-werner,tj-werre,brant-wilkerson,jon-wilner,scott-wolf,norm-wood
2150,9629,302,H,tennessee,71,-170,0.6296296296296297,17,W,1190,8.0,5.0,7.0,9.0,7.0,9.0,11.0,11.0,8.0,9.0,9.0,6.0,9.0,6.0,10.0,8.0,11.0,8.0,11.0,7.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,5.0,,6.0,7.0,6.0,6.0,10.0,7.0,5.0,10.0,6.0,7.0,7.0,4.0,9.0,10.0,5.0,6.0,5.0,10.0,6.0,5.0,9.0,6.0,7.0,6.0,8.0,9.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,9.0,8.0
2138,9596,302,V,michigan-state,62,-300,0.75,17,L,1232,6.0,7.0,8.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,4.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,,5.0,6.0,8.0,7.0,9.0,6.0,8.0,6.0,10.0,6.0,6.0,9.0,4.0,7.0,8.0,7.0,6.0,9.0,8.0,9.0,7.0,7.0,5.0,8.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0,9.0,8.0,8.0,4.0,5.0
2076,9313,226,H,north-carolina,93,-700,0.875,17,W,1326,5.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,,7.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0,8.0,5.0,5.0,8.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,7.0,6.0
2165,9656,302,V,north-carolina,81,-190,0.6551724137931034,17,W,1326,5.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,,7.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0,8.0,5.0,5.0,8.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,7.0,6.0
2086,9327,226,H,kentucky,70,-1800,0.9473684210526315,17,W,1418,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0
2149,9628,302,V,kentucky,52,145,0.40816326530612246,17,L,1418,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0
2083,9324,226,V,duke,72,-155,0.6078431372549019,17,L,1502,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,3.0,3.0,6.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0
2171,9679,302,H,duke,87,-2000,0.9523809523809523,17,W,1502,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,3.0,3.0,6.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0
2094,9351,227,H,virginia,81,-4000,0.975609756097561,17,W,1513,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0
2153,9635,302,H,virginia,73,-3000,0.967741935483871,17,W,1513,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0
2121,9494,228,V,gonzaga,86,-5000,0.9803921568627451,17,W,1569,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
2185,9736,302,V,gonzaga,69,-550,0.8461538461538461,17,W,1569,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
2254,10067,306,H,old-dominion,52,-260,0.7222222222222222,18,L,3,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2328,10386,309,V,old-dominion,50,-145,0.5918367346938775,18,L,3,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2247,10041,306,H,baylor,64,-450,0.8181818181818182,18,L,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,
2273,10249,308,N,belmont,83,-400,0.8,18,W,7,,,,,,,,,,,,,,,,,,,,25.0,,25.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,24.0,,,,,,,,,,,,
2297,10290,309,V,baylor,70,300,0.25,18,L,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,
2333,10423,309,N,belmont,65,-135,0.574468085106383,18,L,7,,,,,,,,,,,,,,,,,,,,25.0,,25.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,24.0,,,,,,,,,,,,
2334,10453,309,H,new-mexico-state,75,-1400,0.9333333333333333,18,W,8,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,23.0,,,,,,,,,,
2304,10306,309,V,louisville,68,650,0.13333333333333333,18,L,12,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,25.0,,,,,,24.0,,,,,,,,
2228,9976,305,V,utah-state,100,-350,0.7777777777777778,18,W,17,,,24.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,23.0,22.0,,
2240,10028,306,V,iowa-state,75,-240,0.7058823529411765,18,L,21,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,25.0,15.0,,20.0,,,,,,,,,,,,,,,,,,,,,
2294,10283,309,H,iowa-state,73,125,0.4444444444444444,18,L,21,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,25.0,15.0,,20.0,,,,,,,,,,,,,,,,,,,,,
2231,9984,305,V,auburn,66,-170,0.6296296296296297,18,W,43,,,,,,,25.0,25.0,,,,,,,,,,21.0,,,25.0,,,,,,,,,25.0,24.0,,21.0,25.0,,,,,,25.0,,14.0,,,,23.0,,24.0,25.0,,,,,,,,,25.0,,23.0,25.0,,24.0,,
2288,10273,309,H,auburn,84,130,0.43478260869565216,18,W,43,,,,,,,25.0,25.0,,,,,,,,,,21.0,,,25.0,,,,,,,,,25.0,24.0,,21.0,25.0,,,,,,25.0,,14.0,,,,23.0,,24.0,25.0,,,,,,,,,25.0,,23.0,25.0,,24.0,,
2266,10205,308,H,maryland,69,-330,0.7674418604651163,18,W,207,22.0,21.0,,,17.0,22.0,24.0,20.0,19.0,23.0,23.0,17.0,23.0,19.0,18.0,,23.0,23.0,24.0,,24.0,,24.0,24.0,19.0,,,23.0,,23.0,20.0,24.0,19.0,15.0,21.0,23.0,20.0,20.0,22.0,24.0,,20.0,24.0,25.0,17.0,,,25.0,22.0,24.0,17.0,25.0,,24.0,,25.0,23.0,23.0,24.0,,,25.0,25.0,19.0,23.0
2282,10266,309,V,villanova,75,-170,0.6296296296296297,18,L,214,,23.0,22.0,23.0,22.0,21.0,21.0,17.0,21.0,,24.0,22.0,24.0,21.0,24.0,23.0,,22.0,22.0,19.0,19.0,21.0,23.0,23.0,24.0,,23.0,22.0,,22.0,25.0,23.0,22.0,18.0,24.0,20.0,25.0,23.0,23.0,23.0,22.0,,23.0,22.0,20.0,22.0,20.0,23.0,17.0,23.0,,23.0,,23.0,19.0,23.0,22.0,,23.0,25.0,23.0,,19.0,25.0,25.0
2330,10407,309,N,wofford,99,-3500,0.9722222222222222,18,W,269,20.0,22.0,23.0,16.0,24.0,24.0,20.0,23.0,22.0,21.0,21.0,23.0,20.0,25.0,22.0,21.0,21.0,15.0,21.0,23.0,23.0,22.0,21.0,22.0,23.0,23.0,22.0,21.0,,24.0,18.0,20.0,25.0,24.0,23.0,24.0,22.0,22.0,24.0,22.0,21.0,,22.0,24.0,24.0,25.0,23.0,22.0,21.0,22.0,22.0,22.0,15.0,21.0,,22.0,21.0,22.0,21.0,21.0,19.0,14.0,23.0,22.0,22.0
2342,10491,310,N,wofford,81,-250,0.7142857142857143,18,W,269,20.0,22.0,23.0,16.0,24.0,24.0,20.0,23.0,22.0,21.0,21.0,23.0,20.0,25.0,22.0,21.0,21.0,15.0,21.0,23.0,23.0,22.0,21.0,22.0,23.0,23.0,22.0,21.0,,24.0,18.0,20.0,25.0,24.0,23.0,24.0,22.0,22.0,24.0,22.0,21.0,,22.0,24.0,24.0,25.0,23.0,22.0,21.0,22.0,22.0,22.0,15.0,21.0,,22.0,21.0,22.0,21.0,21.0,19.0,14.0,23.0,22.0,22.0
2258,10103,307,H,wisconsin,65,-290,0.7435897435897436,18,W,322,23.0,20.0,20.0,21.0,20.0,23.0,22.0,,24.0,22.0,22.0,18.0,18.0,17.0,17.0,22.0,20.0,17.0,23.0,,18.0,20.0,19.0,19.0,20.0,17.0,21.0,24.0,,19.0,23.0,25.0,23.0,23.0,16.0,21.0,19.0,24.0,19.0,20.0,23.0,12.0,20.0,,15.0,21.0,,17.0,24.0,21.0,20.0,21.0,,20.0,25.0,19.0,20.0,21.0,22.0,22.0,20.0,20.0,,23.0,21.0
2339,10478,310,V,wisconsin,73,-240,0.7058823529411765,18,W,322,23.0,20.0,20.0,21.0,20.0,23.0,22.0,,24.0,22.0,22.0,18.0,18.0,17.0,17.0,22.0,20.0,17.0,23.0,,18.0,20.0,19.0,19.0,20.0,17.0,21.0,24.0,,19.0,23.0,25.0,23.0,23.0,16.0,21.0,19.0,24.0,19.0,20.0,23.0,12.0,20.0,,15.0,21.0,,17.0,24.0,21.0,20.0,21.0,,20.0,25.0,19.0,20.0,21.0,22.0,22.0,20.0,20.0,,23.0,21.0
2259,10106,307,V,cincinnati,55,135,0.425531914893617,18,L,408,19.0,17.0,18.0,19.0,23.0,19.0,16.0,21.0,23.0,17.0,20.0,19.0,22.0,24.0,23.0,18.0,18.0,20.0,19.0,18.0,22.0,19.0,22.0,21.0,21.0,19.0,19.0,19.0,,20.0,21.0,17.0,24.0,17.0,19.0,19.0,16.0,17.0,20.0,21.0,20.0,,18.0,23.0,23.0,18.0,19.0,20.0,19.0,17.0,21.0,19.0,19.0,17.0,18.0,18.0,18.0,19.0,20.0,20.0,22.0,21.0,16.0,20.0,19.0
2335,10471,310,H,cincinnati,69,-155,0.6078431372549019,18,L,408,19.0,17.0,18.0,19.0,23.0,19.0,16.0,21.0,23.0,17.0,20.0,19.0,22.0,24.0,23.0,18.0,18.0,20.0,19.0,18.0,22.0,19.0,22.0,21.0,21.0,19.0,19.0,19.0,,20.0,21.0,17.0,24.0,17.0,19.0,19.0,16.0,17.0,20.0,21.0,20.0,,18.0,23.0,23.0,18.0,19.0,20.0,19.0,17.0,21.0,19.0,19.0,17.0,18.0,18.0,18.0,19.0,20.0,20.0,22.0,21.0,16.0,20.0,19.0
2220,9954,305,V,buffalo,82,-1180,0.921875,18,W,437,18.0,19.0,17.0,20.0,19.0,18.0,17.0,22.0,18.0,20.0,19.0,16.0,21.0,15.0,19.0,20.0,22.0,12.0,17.0,10.0,20.0,23.0,20.0,18.0,22.0,22.0,17.0,20.0,,21.0,19.0,21.0,15.0,10.0,22.0,22.0,23.0,18.0,21.0,19.0,19.0,22.0,21.0,21.0,21.0,17.0,18.0,21.0,20.0,19.0,23.0,17.0,11.0,22.0,21.0,20.0,,20.0,19.0,19.0,17.0,22.0,21.0,18.0,20.0
2268,10213,308,H,buffalo,84,-1500,0.9375,18,W,437,18.0,19.0,17.0,20.0,19.0,18.0,17.0,22.0,18.0,20.0,19.0,16.0,21.0,15.0,19.0,20.0,22.0,12.0,17.0,10.0,20.0,23.0,20.0,18.0,22.0,22.0,17.0,20.0,,21.0,19.0,21.0,15.0,10.0,22.0,22.0,23.0,18.0,21.0,19.0,19.0,22.0,21.0,21.0,21.0,17.0,18.0,21.0,20.0,19.0,23.0,17.0,11.0,22.0,21.0,20.0,,20.0,19.0,19.0,17.0,22.0,21.0,18.0,20.0
2206,9912,304,V,kansas-state,64,-120,0.5454545454545454,18,W,499,17.0,18.0,21.0,15.0,21.0,16.0,23.0,18.0,20.0,16.0,18.0,21.0,15.0,23.0,14.0,16.0,15.0,24.0,15.0,21.0,21.0,14.0,17.0,20.0,18.0,20.0,18.0,18.0,,18.0,13.0,16.0,20.0,22.0,20.0,18.0,14.0,16.0,18.0,18.0,18.0,24.0,16.0,17.0,22.0,19.0,17.0,19.0,23.0,16.0,19.0,20.0,20.0,16.0,20.0,16.0,19.0,18.0,18.0,15.0,15.0,16.0,20.0,21.0,15.0
2317,10339,309,H,kansas-state,68,-400,0.8,18,W,499,17.0,18.0,21.0,15.0,21.0,16.0,23.0,18.0,20.0,16.0,18.0,21.0,15.0,23.0,14.0,16.0,15.0,24.0,15.0,21.0,21.0,14.0,17.0,20.0,18.0,20.0,18.0,18.0,,18.0,13.0,16.0,20.0,22.0,20.0,18.0,14.0,16.0,18.0,18.0,18.0,24.0,16.0,17.0,22.0,19.0,17.0,19.0,23.0,16.0,19.0,20.0,20.0,16.0,20.0,16.0,19.0,18.0,18.0,15.0,15.0,16.0,20.0,21.0,15.0
2233,9986,305,V,nevada,90,-1300,0.9285714285714286,18,W,579,14.0,,14.0,22.0,18.0,14.0,19.0,16.0,15.0,19.0,15.0,13.0,17.0,10.0,21.0,17.0,17.0,19.0,20.0,,14.0,17.0,18.0,16.0,17.0,13.0,20.0,16.0,,16.0,15.0,19.0,18.0,21.0,18.0,15.0,18.0,19.0,17.0,14.0,16.0,19.0,17.0,14.0,19.0,15.0,22.0,16.0,16.0,20.0,15.0,16.0,18.0,18.0,16.0,17.0,16.0,12.0,15.0,18.0,21.0,13.0,18.0,7.0,18.0
2325,10371,309,H,nevada,81,-1500,0.9375,18,W,579,14.0,,14.0,22.0,18.0,14.0,19.0,16.0,15.0,19.0,15.0,13.0,17.0,10.0,21.0,17.0,17.0,19.0,20.0,,14.0,17.0,18.0,16.0,17.0,13.0,20.0,16.0,,16.0,15.0,19.0,18.0,21.0,18.0,15.0,18.0,19.0,17.0,14.0,16.0,19.0,17.0,14.0,19.0,15.0,22.0,16.0,16.0,20.0,15.0,16.0,18.0,18.0,16.0,17.0,16.0,12.0,15.0,18.0,21.0,13.0,18.0,7.0,18.0
2235,10014,306,V,marquette,64,-140,0.5833333333333334,18,L,626,21.0,16.0,16.0,17.0,14.0,17.0,14.0,10.0,17.0,15.0,16.0,15.0,16.0,14.0,20.0,19.0,14.0,25.0,18.0,17.0,17.0,15.0,16.0,15.0,14.0,18.0,16.0,15.0,,14.0,22.0,18.0,13.0,19.0,13.0,17.0,17.0,14.0,14.0,15.0,15.0,25.0,15.0,16.0,12.0,20.0,14.0,18.0,11.0,15.0,18.0,15.0,21.0,15.0,17.0,15.0,14.0,17.0,17.0,17.0,16.0,17.0,17.0,12.0,16.0
2281,10265,309,H,marquette,84,-450,0.8181818181818182,18,L,626,21.0,16.0,16.0,17.0,14.0,17.0,14.0,10.0,17.0,15.0,16.0,15.0,16.0,14.0,20.0,19.0,14.0,25.0,18.0,17.0,17.0,15.0,16.0,15.0,14.0,18.0,16.0,15.0,,14.0,22.0,18.0,13.0,19.0,13.0,17.0,17.0,14.0,14.0,15.0,15.0,25.0,15.0,16.0,12.0,20.0,14.0,18.0,11.0,15.0,18.0,15.0,21.0,15.0,17.0,15.0,14.0,17.0,17.0,17.0,16.0,17.0,17.0,12.0,16.0
2218,9950,305,V,virginia-tech,64,170,0.37037037037037035,18,L,668,16.0,15.0,13.0,14.0,16.0,20.0,18.0,14.0,14.0,18.0,14.0,20.0,19.0,18.0,13.0,14.0,19.0,18.0,16.0,16.0,15.0,16.0,12.0,17.0,15.0,12.0,13.0,14.0,,17.0,16.0,13.0,17.0,20.0,12.0,16.0,21.0,21.0,16.0,17.0,14.0,11.0,19.0,18.0,16.0,12.0,12.0,14.0,14.0,18.0,9.0,13.0,17.0,19.0,12.0,14.0,11.0,15.0,16.0,16.0,18.0,18.0,11.0,17.0,17.0
2267,10211,308,H,virginia-tech,84,-550,0.8461538461538461,18,W,668,16.0,15.0,13.0,14.0,16.0,20.0,18.0,14.0,14.0,18.0,14.0,20.0,19.0,18.0,13.0,14.0,19.0,18.0,16.0,16.0,15.0,16.0,12.0,17.0,15.0,12.0,13.0,14.0,,17.0,16.0,13.0,17.0,20.0,12.0,16.0,21.0,21.0,16.0,17.0,14.0,11.0,19.0,18.0,16.0,12.0,12.0,14.0,14.0,18.0,9.0,13.0,17.0,19.0,12.0,14.0,11.0,15.0,16.0,16.0,18.0,18.0,11.0,17.0,17.0
2219,9951,305,H,florida-state,73,-200,0.6666666666666666,18,W,702,15.0,14.0,19.0,18.0,15.0,13.0,12.0,19.0,13.0,13.0,17.0,24.0,14.0,22.0,16.0,15.0,13.0,16.0,13.0,14.0,16.0,18.0,15.0,14.0,16.0,16.0,12.0,17.0,,15.0,14.0,15.0,11.0,9.0,17.0,14.0,15.0,13.0,15.0,16.0,17.0,17.0,12.0,11.0,18.0,16.0,15.0,15.0,18.0,13.0,14.0,12.0,16.0,13.0,15.0,21.0,17.0,14.0,14.0,14.0,13.0,19.0,6.0,16.0,13.0
2278,10258,309,V,florida-state,65,-800,0.8888888888888888,18,W,702,15.0,14.0,19.0,18.0,15.0,13.0,12.0,19.0,13.0,13.0,17.0,24.0,14.0,22.0,16.0,15.0,13.0,16.0,13.0,14.0,16.0,18.0,15.0,14.0,16.0,16.0,12.0,17.0,,15.0,14.0,15.0,11.0,9.0,17.0,14.0,15.0,13.0,15.0,16.0,17.0,17.0,12.0,11.0,18.0,16.0,15.0,15.0,18.0,13.0,14.0,12.0,16.0,13.0,15.0,21.0,17.0,14.0,14.0,14.0,13.0,19.0,6.0,16.0,13.0
2226,9974,305,V,kansas,68,-140,0.5833333333333334,18,L,798,13.0,12.0,15.0,13.0,11.0,15.0,13.0,12.0,16.0,14.0,13.0,12.0,13.0,16.0,15.0,13.0,16.0,11.0,14.0,15.0,12.0,11.0,13.0,13.0,12.0,15.0,14.0,12.0,,13.0,17.0,14.0,12.0,12.0,15.0,13.0,13.0,15.0,13.0,13.0,12.0,13.0,14.0,15.0,13.0,11.0,16.0,11.0,15.0,14.0,7.0,18.0,14.0,14.0,14.0,13.0,15.0,16.0,12.0,13.0,14.0,15.0,14.0,15.0,14.0
2298,10291,309,H,kansas,78,-400,0.8,18,W,798,13.0,12.0,15.0,13.0,11.0,15.0,13.0,12.0,16.0,14.0,13.0,12.0,13.0,16.0,15.0,13.0,16.0,11.0,14.0,15.0,12.0,11.0,13.0,13.0,12.0,15.0,14.0,12.0,,13.0,17.0,14.0,12.0,12.0,15.0,13.0,13.0,15.0,13.0,13.0,12.0,13.0,14.0,15.0,13.0,11.0,16.0,11.0,15.0,14.0,7.0,18.0,14.0,14.0,14.0,13.0,15.0,16.0,12.0,13.0,14.0,15.0,14.0,15.0,14.0
2223,9970,305,V,purdue,69,-220,0.6875,18,L,999,12.0,13.0,12.0,10.0,12.0,12.0,8.0,15.0,10.0,8.0,9.0,14.0,8.0,12.0,11.0,10.0,7.0,10.0,9.0,12.0,10.0,13.0,9.0,12.0,11.0,14.0,10.0,10.0,,10.0,9.0,8.0,9.0,13.0,11.0,9.0,8.0,9.0,12.0,11.0,13.0,9.0,8.0,9.0,11.0,10.0,13.0,9.0,8.0,8.0,12.0,14.0,10.0,9.0,9.0,10.0,7.0,9.0,11.0,12.0,10.0,7.0,13.0,14.0,8.0
2300,10296,309,V,purdue,70,-350,0.7777777777777778,18,W,999,12.0,13.0,12.0,10.0,12.0,12.0,8.0,15.0,10.0,8.0,9.0,14.0,8.0,12.0,11.0,10.0,7.0,10.0,9.0,12.0,10.0,13.0,9.0,12.0,11.0,14.0,10.0,10.0,,10.0,9.0,8.0,9.0,13.0,11.0,9.0,8.0,9.0,12.0,11.0,13.0,9.0,8.0,9.0,11.0,10.0,13.0,9.0,8.0,8.0,12.0,14.0,10.0,9.0,9.0,10.0,7.0,9.0,11.0,12.0,10.0,7.0,13.0,14.0,8.0
2237,10018,306,V,lsu,79,100,0.5,18,W,1005,11.0,10.0,10.0,9.0,10.0,5.0,11.0,8.0,12.0,10.0,12.0,11.0,12.0,13.0,9.0,9.0,9.0,14.0,8.0,9.0,13.0,7.0,10.0,9.0,9.0,10.0,8.0,9.0,,11.0,10.0,12.0,16.0,16.0,10.0,10.0,9.0,8.0,9.0,10.0,11.0,18.0,9.0,12.0,10.0,13.0,9.0,10.0,12.0,10.0,13.0,8.0,9.0,10.0,11.0,11.0,10.0,8.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0
2322,10357,309,H,lsu,80,-1400,0.9333333333333333,18,W,1005,11.0,10.0,10.0,9.0,10.0,5.0,11.0,8.0,12.0,10.0,12.0,11.0,12.0,13.0,9.0,9.0,9.0,14.0,8.0,9.0,13.0,7.0,10.0,9.0,9.0,10.0,8.0,9.0,,11.0,10.0,12.0,16.0,16.0,10.0,10.0,9.0,8.0,9.0,10.0,11.0,18.0,9.0,12.0,10.0,13.0,9.0,10.0,12.0,10.0,13.0,8.0,9.0,10.0,11.0,11.0,10.0,8.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0
2217,9949,305,H,michigan-state,91,-1250,0.9259259259259259,18,W,1039,8.0,8.0,7.0,11.0,9.0,10.0,9.0,9.0,7.0,12.0,8.0,9.0,10.0,7.0,7.0,11.0,12.0,7.0,11.0,11.0,9.0,9.0,11.0,10.0,10.0,8.0,11.0,11.0,,8.0,12.0,11.0,8.0,11.0,7.0,11.0,10.0,10.0,8.0,9.0,10.0,5.0,13.0,10.0,9.0,8.0,11.0,13.0,10.0,11.0,11.0,10.0,13.0,11.0,8.0,8.0,13.0,11.0,9.0,9.0,11.0,11.0,9.0,13.0,11.0
2303,10305,309,H,michigan-state,75,-180,0.6428571428571429,18,W,1039,8.0,8.0,7.0,11.0,9.0,10.0,9.0,9.0,7.0,12.0,8.0,9.0,10.0,7.0,7.0,11.0,12.0,7.0,11.0,11.0,9.0,9.0,11.0,10.0,10.0,8.0,11.0,11.0,,8.0,12.0,11.0,8.0,11.0,7.0,11.0,10.0,10.0,8.0,9.0,10.0,5.0,13.0,10.0,9.0,8.0,11.0,13.0,10.0,11.0,11.0,10.0,13.0,11.0,8.0,8.0,13.0,11.0,9.0,9.0,11.0,11.0,9.0,13.0,11.0
2209,9915,304,H,texas-tech,70,-400,0.8,18,W,1100,9.0,9.0,9.0,8.0,8.0,9.0,6.0,7.0,9.0,9.0,11.0,8.0,9.0,9.0,12.0,7.0,11.0,9.0,10.0,7.0,8.0,10.0,5.0,8.0,8.0,9.0,9.0,8.0,,9.0,8.0,10.0,10.0,8.0,9.0,8.0,11.0,7.0,10.0,8.0,9.0,10.0,10.0,8.0,8.0,9.0,6.0,8.0,13.0,9.0,10.0,9.0,8.0,8.0,10.0,9.0,9.0,10.0,8.0,8.0,8.0,9.0,12.0,8.0,9.0
